located Name,Wattage,Price,Efficiency,Matched Tier Model,Tier,Matched Tier Model Info,Similarity,Image URL,modularity,Product URL,size,color,atxver
Deepcool PF400 230V,400,40.9,80+,deepcool gamerstorm pf,E,"Doesn't claim necessary protections, unknown components such as the capacitors.",90.82727272727271,https://cdna.pcpartpicker.com/static/forever/images/product/1ccbaf569f8ecca5b7d8e00162e6be89.256p.jpg,No,,ATX,Black,ATX 2.x
ADATA XPG PYLON,550,40.9,80+ Bronze,adata xpg pylon,C+,650W is technically rated Cybenetics Silver,126.75,https://cdna.pcpartpicker.com/static/forever/images/product/76460ae84caf54fbc17dbb87fa05a3dd.256p.jpg,No,,ATX,Black,ATX 2.x
Deepcool PF500 230V,500,41.26,80+,deepcool gamerstorm pf,E,"Doesn't claim necessary protections, unknown components such as the capacitors.",90.82727272727271,https://cdna.pcpartpicker.com/static/forever/images/product/0ccfb276c4b37497ed9c21ef0aca236a.256p.jpg,No,,ATX,Black,ATX 2.x
Gigabyte P550B,550,42.9,80+ Bronze,gigabyte pb,E,,112.55,https://cdna.pcpartpicker.com/static/forever/images/product/6d692d61cacaf4ed7ea59fb308754ecd.256p.jpg,No,,ATX,Black,ATX 2.x
Xilence XP550R10,550,43.99,80+ Bronze,xilence gaming bronze,E,"Claims to be DC-DC, but internal shots show otherwise; false advertising.",87.91956521739131,https://m.media-amazon.com/images/I/41aRAw2wd7L.jpg,No,,ATX,Black / Red,ATX 2.x
ENDORFY Vero L5,500,45.67,80+ Bronze,endorfy vero l6,C+,"Good electrical performance for the category, decent component quality, protections are set reasonably.",122.58333333333333,https://cdna.pcpartpicker.com/static/forever/images/product/d2e2490a078d64e82a1181d7e43afa05.256p.jpg,No,,ATX,Black,ATX 3.x
Deepcool PF600 230V,600,45.89,80+,deepcool gamerstorm pf,E,"Doesn't claim necessary protections, unknown components such as the capacitors.",90.82727272727271,https://cdna.pcpartpicker.com/static/forever/images/product/5559b24c0248255b164057c188303fdf.256p.jpg,No,,ATX,Black,ATX 2.x
Inter-Tech Argus RGB II,500,46.06,80+ Bronze,No Match,N/A,No Match Info,0,https://m.media-amazon.com/images/I/41siUATjegS.jpg,No,,ATX,Black,N/A
Xilence XP750R6.2,750,46.61,80+,xilence performance a xp r5,E,,82.68333333333334,https://m.media-amazon.com/images/I/41pKUI+XyJL.jpg,No,,ATX,Black,ATX 2.x
Thermalright TB450S,450,47.89,80+ Bronze,thermalright tr tb s,C*,"Costdown S-TZ? Platform code marking shows S-TZ, ClearResult and label use 700D A-T. 450-650W lack 12VHPWR. See here. See here. False efficiency certifications.",105.41935483870968,https://cdna.pcpartpicker.com/static/forever/images/product/59edc9414e3f635385cc0f6e35186c58.256p.jpg,No,,ATX,Black,ATX 2.x
Thermalright TB550S,550,48.92,80+ Bronze,thermalright tr tb s,C*,"Costdown S-TZ? Platform code marking shows S-TZ, ClearResult and label use 700D A-T. 450-650W lack 12VHPWR. See here. See here. False efficiency certifications.",105.41935483870968,https://cdna.pcpartpicker.com/static/forever/images/product/1df4a69a5e0b52e7b0607044b909f1ea.256p.jpg,No,,ATX,Black,ATX 2.x
Aerocool LUX RGB 750M (230V EU),750,49.0,80+ Bronze,aerocool lux m,E,,119.50769230769231,https://cdna.pcpartpicker.com/static/forever/images/product/b95a6233f0134e16af6a6e1faefd043f.256p.jpg,Semi,,ATX,Black,ATX 2.x
Gigabyte P550SS,550,49.35,80+ Silver,gigabyte p ss,C*,"Not enough extensive testing; platform is unknown but looks similar to the Cougar GEC, which uses a costdown 2008 platform.",114.36428571428571,https://m.media-amazon.com/images/I/31FGgZumG9L.jpg,No,,ATX,White,ATX 2.x
Deepcool PF700 230V,700,49.89,80+,deepcool gamerstorm pf,E,"Doesn't claim necessary protections, unknown components such as the capacitors.",91.32727272727271,https://cdna.pcpartpicker.com/static/forever/images/product/eaf049054c02a544104903a9f58173b3.256p.jpg,No,,ATX,Black,ATX 2.x
Gigabyte GP-P650G PG5,650,49.9,80+ Gold,gigabyte pg 2025 pcie 5 1,C*,No information. Not recommended for purchase until further information becomes available.,97.79268292682927,https://cdna.pcpartpicker.com/static/forever/images/product/2ef75f4f27392e26e5f2720216d42da2.256p.jpg,No,,ATX,Black,ATX 3.x
ADATA XPG PYLON,750,49.9,80+ Bronze,adata xpg pylon,C+,750W is technically rated Cybenetics Silver,126.75,https://cdna.pcpartpicker.com/static/forever/images/product/acf5a2bebb7755b6c392d27a720ccc38.256p.jpg,No,,ATX,Black,ATX 2.x
Corsair CX (2023),650,49.99,80+ Bronze,corsair cx non modular 2023 black label,C,,139.7,https://cdna.pcpartpicker.com/static/forever/images/product/c058ff0ffb542302d5b1c75cf8658ecd.256p.jpg,No,,ATX,Black,ATX 2.x
Xilence XP650R10,650,49.99,80+ Bronze,xilence gaming bronze,E,"Claims to be DC-DC, but internal shots show otherwise; false advertising.",87.91956521739131,https://m.media-amazon.com/images/I/41t3xwRrTwL.jpg,No,,ATX,Black / Red,ATX 2.x
NOX URANO VX,650,50.61,80+ Bronze,No Match,N/A,No Match Info,0,https://cdna.pcpartpicker.com/static/forever/images/product/ad5880d976356745ec039fd28c4c4fc3.256p.jpg,No,,ATX,Black / Orange,N/A
Deepcool PF750 230V,750,50.89,80+,deepcool gamerstorm pf,E,"Doesn't claim necessary protections, unknown components such as the capacitors.",91.32727272727271,https://cdna.pcpartpicker.com/static/forever/images/product/f0c925002146f91a514daecd920f5a54.256p.jpg,No,,ATX,Black,ATX 2.x
Gigabyte P650SS,650,51.02,80+ Silver,gigabyte p ss,C*,"Not enough extensive testing; platform is unknown but looks similar to the Cougar GEC, which uses a costdown 2008 platform.",114.36428571428571,https://m.media-amazon.com/images/I/31rnMoGPLSL.jpg,No,,ATX,White,ATX 2.x
Thermaltake TR2 S,700,51.21,80+,thermaltake tr2 s dc dc ver,C-*,"Flat black cables, model PS-TRS-[Wattage]NNSAW. Claims DC-DC and all protections. Possibly double-sourced with HKC.",128.85,https://cdna.pcpartpicker.com/static/forever/images/product/674be7c0979f5414e37214b405082c34.256p.jpg,No,,ATX,Black,ATX 2.x
Mars Gaming MPIII750,750,51.76,,No Match,N/A,No Match Info,0,https://cdna.pcpartpicker.com/static/forever/images/product/c082afef9d253d60e1bcde257109b9f5.256p.jpg,No,,ATX,Black,N/A
Azza PSAZ-550W,550,51.79,80+ Bronze,azza psaz argb bronze new,C-,"2 year warranty. 540W, 648W, & 744W on 12V respectively.",97.51086956521739,https://cdna.pcpartpicker.com/static/forever/images/product/6f78fc48df682023799aa137d24b1743.256p.jpg,No,,ATX,Black,ATX 2.x
Thermaltake Litepower GEN2 230V,550,51.81,,No Match,N/A,No Match Info,0,https://m.media-amazon.com/images/I/41dWwJ0akUL.jpg,No,,ATX,Black,N/A
Xilence XP750R10,750,51.88,80+ Bronze,xilence gaming bronze,E,"Claims to be DC-DC, but internal shots show otherwise; false advertising.",87.91956521739131,https://m.media-amazon.com/images/I/41aRAw2wd7L.jpg,No,,ATX,Black / Red,ATX 2.x
Gigabyte P650SS,650,51.9,80+ Silver,gigabyte p ss,C*,"Not enough extensive testing; platform is unknown but looks similar to the Cougar GEC, which uses a costdown 2008 platform.",114.36428571428571,https://cdna.pcpartpicker.com/static/forever/images/product/c61c8871a6236f6ea0269a852ff3434b.256p.jpg,No,,ATX,Black,ATX 2.x
Gigabyte P750BS (230V),750,51.9,80+ Bronze,gigabyte p bs,C*,No info,107.22142857142858,https://cdna.pcpartpicker.com/static/forever/images/product/14ee26e6cba2d3b6f8b1cd283b0e050a.256p.jpg,No,,ATX,Black,ATX 2.x
MSI MAG A550BN,550,52.6,80+ Bronze,msi mag a bn,C,Components are variable based on batch.,101.71538461538461,https://m.media-amazon.com/images/I/51VZJ8DVX-L.jpg,No,,ATX,Black,ATX 2.x
FSP Group HEXA 85+ PRO,350,52.85,80+ Bronze,fsp fortron sparkle hexa 85 pro,C*,85+ refresh? No internal shots or performance data available as of now.,100.38333333333333,https://cdna.pcpartpicker.com/static/forever/images/product/e0bdf411849a97f3f9947c765f1c1b65.256p.jpg,No,,ATX,Black,ATX 2.x
ENDORFY Vero L5,600,52.89,80+ Bronze,endorfy vero l6,C+,"Good electrical performance for the category, decent component quality, protections are set reasonably.",122.58333333333333,https://cdna.pcpartpicker.com/static/forever/images/product/bce8470b4d5e51c9fe52d7e17af4c39d.256p.jpg,No,,ATX,Black,ATX 3.x
Deepcool PF650 230V,650,52.9,80+,deepcool gamerstorm pf,E,"Doesn't claim necessary protections, unknown components such as the capacitors.",91.32727272727271,https://cdna.pcpartpicker.com/static/forever/images/product/1aeecabf9e99952424d424b2f38c5b00.256p.jpg,No,,ATX,Black,ATX 2.x
Zalman TXII,500,52.9,80+,zalman megamax txii v2,E,,127.6,https://cdna.pcpartpicker.com/static/forever/images/product/60261dcc3c3c391e724570278ee54251.256p.jpg,No,,ATX,Black,ATX 2.x
Thermaltake Smart BM3,650,53.47,80+ Bronze,thermaltake smart bm3,C,"Transient response was tested but values were left out. OPP is set very high, but the PSU handled it and shut down safely and properly.",128.55,https://cdna.pcpartpicker.com/static/forever/images/product/4f3b7e2fa6212bc5d7addadf36fa2b1b.256p.jpg,Semi,,ATX,Black,ATX 3.x
Thermaltake Smart BM3,750,53.9,80+ Bronze,thermaltake smart bm3,C,"Transient response was tested but values were left out. OPP is set very high, but the PSU handled it and shut down safely and properly.",128.55,https://cdna.pcpartpicker.com/static/forever/images/product/59a8ac87b700bbb5773a2740925f47c1.256p.jpg,Semi,,ATX,Black,ATX 3.x
Deepcool PF450 230V,450,53.9,80+,deepcool gamerstorm pf,E,"Doesn't claim necessary protections, unknown components such as the capacitors.",90.82727272727271,https://cdna.pcpartpicker.com/static/forever/images/product/2b8a8a9ec6ad0b900513a4e80606695d.256p.jpg,No,,ATX,Black,ATX 2.x
MSI MAG A650BN,650,54.33,80+ Bronze,msi mag a bn,C,Components are variable based on batch.,101.71538461538461,https://cdna.pcpartpicker.com/static/forever/images/product/3148f884b77b2d7abee3a3e0ad72cf73.256p.jpg,No,,ATX,Black,ATX 2.x
FSP Group HEXA 85+ PRO,450,54.8,80+ Bronze,fsp fortron sparkle hexa 85 pro,C*,85+ refresh? No internal shots or performance data available as of now.,100.38333333333333,https://cdna.pcpartpicker.com/static/forever/images/product/47290db4f89444168b6394b2be8a36ac.256p.jpg,No,,ATX,Black,ATX 2.x
Corsair CX (2023),550,54.89,80+ Bronze,corsair cx non modular 2023 black label,D,"White ""CX"" lettering on black label; Identical to the CV aside from exterior design.",139.7,https://cdna.pcpartpicker.com/static/forever/images/product/5c9986f2ca555182c65ca3541ec840ed.256p.jpg,No,,ATX,Black,ATX 2.x
Cooler Master Elite NEX White W700 Black Mesh 230V,700,54.9,80+,cooler master elite nex 230v,E,,128.65,https://m.media-amazon.com/images/I/4152nWcvTVL.jpg,No,,ATX,Black,ATX 2.x
Lian Li RB,550,55.5,80+ Bronze,lian li rb bronze,C*,,59.349999999999994,https://cdna.pcpartpicker.com/static/forever/images/product/b82bb43d19813fb6086aafc365e65f36.256p.jpg,No,,ATX,Black,ATX 3.x
Deepcool PL650D,650,55.89,80+ Bronze,deepcool gamerstorm pl d,C-,"Subpar component quality, with poorly tuned protections, 5V OCP incorrectly set allows for >135mV of ripple. OOS 3.3V transient response.",88.76521739130435,https://cdna.pcpartpicker.com/static/forever/images/product/9ee96af4fbfe40de451a9d3db9ba7e9a.256p.jpg,No,,ATX,Black,ATX 3.x
Xilence XP650R12,650,55.9,80+ Gold,xilence gaming gold,C*,"Claims meeting 80+ Gold requirements, not certified.",94.36666666666666,https://m.media-amazon.com/images/I/41cYhoxVu3L.jpg,No,,ATX,Black,ATX 2.x
NZXT C750,750,56.04,80+ Bronze,nzxt c series bronze v2 2023,C,See teardown here.,80.18846153846154,https://cdna.pcpartpicker.com/static/forever/images/product/057565e925af7c2d9b764c5896614162.256p.jpg,No,,ATX,Black,ATX 2.x
Inter-Tech Argus RGB II,600,56.88,80+ Bronze,No Match,N/A,No Match Info,0,https://m.media-amazon.com/images/I/41e4M64IRTS.jpg,No,,ATX,Black,N/A
MSI MAG A500DN,500,56.9,80+,msi mag a dn,E,"3 year warranty, inconclusive on platform until further notice.",102.71538461538461,https://cdna.pcpartpicker.com/static/forever/images/product/a82bd8ac3dd5fab06cad47742f6fd2b6.256p.jpg,No,,ATX,Black,ATX 2.x
Thermaltake TR2 S,600,57.05,80+,thermaltake tr2 s dc dc ver,C-*,"Flat black cables, model PS-TRS-[Wattage]NNSAW. Claims DC-DC and all protections. Possibly double-sourced with HKC.",128.85,https://cdna.pcpartpicker.com/static/forever/images/product/a2dbc1855aafadffeb4aedfb06e169f9.256p.jpg,No,,ATX,Black,ATX 2.x
ADATA XPG PYLON,650,57.9,80+ Bronze,adata xpg pylon,C+,650W is technically rated Cybenetics Silver,126.75,https://cdna.pcpartpicker.com/static/forever/images/product/76460ae84caf54fbc17dbb87fa05a3dd.256p.jpg,No,,ATX,Black,ATX 2.x
Silverstone SST-TX300,300,57.95,80+ Bronze,No Match,N/A,No Match Info,0,https://cdna.pcpartpicker.com/static/forever/images/product/ed4d5da91285cfe1f9360ff41b975c97.256p.jpg,No,,TFX,Black,N/A
Thermaltake Smart BM3,850,58.9,80+ Bronze,thermaltake smart bm3,C,"Transient response was tested but values were left out. OPP is set very high, but the PSU handled it and shut down safely and properly.",128.55,https://cdna.pcpartpicker.com/static/forever/images/product/4035fc9d7848a95867f6b82bb2606417.256p.jpg,Semi,,ATX,Black,ATX 3.x
Deepcool PK550D,550,58.9,80+ Bronze,deepcool gamerstorm pl d,C-,"Low component quality, w/ highly set OCP/OPP & OOS 3.3V transient response. Not quite ATX 3.X by failing low load efficiency. 600W 12+2 cable.",88.76521739130435,https://cdna.pcpartpicker.com/static/forever/images/product/b04e2893d39f59773304f88d85548e31.256p.jpg,No,,ATX,Black,ATX 3.x
Zalman TXII,600,58.9,80+,zalman megamax txii v2,E,,127.6,https://cdna.pcpartpicker.com/static/forever/images/product/7905f1467130b80df4e29fb5ce1789a6.256p.jpg,No,,ATX,Black,ATX 2.x
LC-Power LC6 V2.31,550,59.0,80+ Gold,No Match,N/A,No Match Info,0,https://cdna.pcpartpicker.com/static/forever/images/product/4c69ee0da1a6a5ee02d2b072d7f06251.256p.jpg,Full,,ATX,Black / Gray,N/A
Chieftec GPS-700A8,700,59.58,80+ Bronze,chieftec chieftronic vita bpx s,C-,"3 year warranty; 85C bulk cap, and not one of particularly good quality, either.",81.08846153846154,https://m.media-amazon.com/images/I/515KSwlmUaL.jpg,No,,ATX,Black / White,ATX 2.x
Thermalright TB650S,650,60.89,80+ Bronze,thermalright tr tb s,C*,"Costdown S-TZ? Platform code marking shows S-TZ, ClearResult and label use 700D A-T. 450-650W lack 12VHPWR. See here. See here. False efficiency certifications.",105.41935483870968,https://cdna.pcpartpicker.com/static/forever/images/product/029c3beeb5912c4f445fc76f5f5aa5ba.256p.jpg,No,,ATX,Black,ATX 2.x
Chieftec iArena,500,60.9,80+ Bronze,chieftec chieftronic eon zpu s,E,Voltage regulation is out of ATX specifications on the minor rails; also not independently regulated.,88.56521739130434,,No,,ATX,Silver / Black,ATX 2.x
MSI MAG A650BNL,650,61.0,80+ Bronze,msi mag a bnl 230v,F,130mV+ of ripple on all rails (out of spec) at only 60% load; failed to meet even 80+ Bronze. See Rear Shot and Output Specification Label .,104.86428571428571,https://cdna.pcpartpicker.com/static/forever/images/product/be6187c3475090018df75237232e96ba.256p.jpg,No,,ATX,White,ATX 2.x
Inter-Tech Argus RGB CM II,650,61.45,80+ Gold,No Match,N/A,No Match Info,0,https://cdna.pcpartpicker.com/static/forever/images/product/d0ad7042434a80974e32f22883483a2f.256p.jpg,Semi,,ATX,Black,N/A
Xilence XP850R10,850,61.62,80+ Bronze,xilence gaming bronze,E,"Claims to be DC-DC, but internal shots show otherwise; false advertising.",87.91956521739131,https://m.media-amazon.com/images/I/41aRAw2wd7L.jpg,No,,ATX,Black / Red,ATX 2.x
Asus Prime,750,62.9,80+ Bronze,No Match,N/A,No Match Info,0,https://cdna.pcpartpicker.com/static/forever/images/product/ee8811f020d54929e60e22dfaff5219b.256p.jpg,No,,ATX,Black,N/A
Inter-Tech Argus RGB II,700,63.26,80+ Bronze,No Match,N/A,No Match Info,0,https://m.media-amazon.com/images/I/41e4M64IRTS.jpg,No,,ATX,Black,N/A
Xilence XP750R12,750,63.43,80+ Gold,xilence gaming gold,C*,"Claims meeting 80+ Gold requirements, not certified.",94.36666666666666,https://m.media-amazon.com/images/I/41cYhoxVu3L.jpg,No,,ATX,Black,ATX 2.x
Lian Li RB,650,63.56,80+ Bronze,lian li rb bronze,C*,,59.349999999999994,https://cdna.pcpartpicker.com/static/forever/images/product/59af9957a8de637067ce2c03cd1dd158.256p.jpg,No,,ATX,Black,ATX 3.x
Zalman TXIIv2,600,64.05,80+,zalman tx,C-,,106.26818181818182,https://m.media-amazon.com/images/I/516wIntwOsL.jpg,No,,ATX,Black,ATX 2.x
ENDORFY Vero L5,700,64.17,80+ Bronze,endorfy vero l6,C+,"Good electrical performance for the category, decent component quality, protections are set reasonably.",122.58333333333333,https://cdna.pcpartpicker.com/static/forever/images/product/d2e2490a078d64e82a1181d7e43afa05.256p.jpg,No,,ATX,Black,ATX 3.x
MSI MAG A650BNL,650,64.27,80+ Bronze,msi mag a bnl 230v,F,130mV+ of ripple on all rails (out of spec) at only 60% load; failed to meet even 80+ Bronze. See Rear Shot and Output Specification Label .,104.86428571428571,https://cdna.pcpartpicker.com/static/forever/images/product/ce372bbb5bcbb7eb0153d8fff9e9b70a.256p.jpg,No,,ATX,Black,ATX 2.x
Cooler Master MWE Bronze 650 V3 230V,650,64.43,80+ Bronze,cooler master mwe v3 atx 3 1 bronze 230v,C,"Basically G1208 updated to ATX 3.1, no 12VHPWR.",129.75,https://cdna.pcpartpicker.com/static/forever/images/product/24334985b6ed3173495aab3744b6d9de.256p.jpg,No,,ATX,Black,ATX 2.x
Xilence XP850R12,850,64.73,80+ Gold,xilence gaming gold,C*,"Claims meeting 80+ Gold requirements, not certified.",94.36666666666666,https://m.media-amazon.com/images/I/41cYhoxVu3L.jpg,No,,ATX,Black,ATX 2.x
Cooler Master MWE Bronze 750 V3 230V,750,64.9,80+ Bronze,cooler master mwe v3 atx 3 1 bronze 230v,C-,Basically G1208 updated to ATX 3.1; broke during 5V SCP. Possible bad sample? No 12VHPWR.,129.75,https://cdna.pcpartpicker.com/static/forever/images/product/90ffdff83511b0f42131330356baba97.256p.jpg,No,,ATX,Black,ATX 2.x
SHARKOON SilentStorm,450,64.9,80+ Bronze,sharkoon silentstorm sfx bronze,E,EU/JP only? No stated manufacturer warranty outside of mandated EU 2 year warranty.,115.05,https://m.media-amazon.com/images/I/51cuL3T5ODL.jpg,No,,SFX,Black,ATX 2.x
Cooler Master MWE Gold V3,650,64.96,80+ Gold,cooler master mwe v3 atx 3 1 gold non mod,B,"Modified MWE Bronze V3, same as G Gold V2.",129.9,https://cdna.pcpartpicker.com/static/forever/images/product/d839175b272fa3a5f76a7844a79a05f4.256p.jpg,No,,ATX,Black,ATX 2.x
Thermalright TB750S,750,64.96,80+ Bronze,thermalright tr tb s,C*,,105.41935483870968,https://cdna.pcpartpicker.com/static/forever/images/product/2fe02ab4241726bf04f8472fa9203024.256p.jpg,No,,ATX,Black,ATX 3.x
Corsair CX (2023),750,64.98,80+ Bronze,corsair cx non modular 2023 black label,C,,139.7,https://cdna.pcpartpicker.com/static/forever/images/product/a13b3baedca8b58d4ce5008b7bf5d357.256p.jpg,No,,ATX,Black,ATX 2.x
NZXT C750 (2023),750,65.9,80+ Bronze,nzxt c series bronze v2 2023,C,See teardown here.,100.18846153846154,https://m.media-amazon.com/images/I/41T1P8UOZTL.jpg,No,,ATX,Black,ATX 2.x
Xilence XP750R12.ARGB,750,66.09,80+ Gold,xilence gaming gold,C*,"Claims meeting 80+ Gold requirements, not certified.",94.36666666666666,https://m.media-amazon.com/images/I/41rcjMiID3L.jpg,No,,ATX,Black,ATX 2.x
FSP Group HEXA 85+ PRO,550,66.15,80+ Bronze,fsp fortron sparkle hexa 85 pro,C*,85+ refresh? No internal shots or performance data available as of now.,100.38333333333333,https://m.media-amazon.com/images/I/41t+kAhuvcS.jpg,No,,ATX,Black,ATX 2.x
iTek GF EVO,650,66.31,80+ Gold,No Match,N/A,No Match Info,0,https://m.media-amazon.com/images/I/51NoglG6AlL.jpg,Full,,ATX,Black,N/A
Lian Li RB,750,66.81,80+ Bronze,lian li rb bronze,C*,,59.349999999999994,https://cdna.pcpartpicker.com/static/forever/images/product/ce0fce15b9003416feff3e59026d60ba.256p.jpg,No,,ATX,Black,ATX 3.x
ADATA XPG KYBER,750,66.9,80+ Gold,adata xpg kyber,B-,,128.25,https://cdna.pcpartpicker.com/static/forever/images/product/bda3fc099d5ee134c08ecccb4ba841d2.256p.jpg,No,,ATX,Black,ATX 3.x
Cooler Master MWE Bronze 550 V3 230V,550,67.24,80+ Bronze,cooler master mwe v3 atx 3 1 bronze 230v,C,"Basically G1208 updated to ATX 3.1, no 12VHPWR.",129.75,https://cdna.pcpartpicker.com/static/forever/images/product/6d7e86a33d1ecefd471ef7581b99f447.256p.jpg,No,,ATX,Black,ATX 2.x
SeaSonic SSP-300TBS,300,67.89,80+ Bronze,No Match,N/A,No Match Info,0,https://cdna.pcpartpicker.com/static/forever/images/product/e3cb8b7db9545858119bfa7620a14226.256p.jpg,No,,TFX,Silver,N/A
Thermaltake Toughpower GF1 ARGB,650,67.9,80+ Gold,thermaltake toughpower gf1 argb,A+,,128.05,https://cdna.pcpartpicker.com/static/forever/images/product/1c8de6a74ea9a52f3ad7f11dfad34751.256p.jpg,Full,,ATX,,ATX 2.x
Enermax CYBERBRON,600,67.9,80+ Bronze,enermax cyberbron,E,,126.85,https://cdna.pcpartpicker.com/static/forever/images/product/e0aafcb95c3abb0516b985f07f8f6ad8.256p.jpg,No,,ATX,Black / Silver,ATX 2.x
SeaSonic CORE GM,650,68.51,80+ Gold,seasonic core gm,C+,GX but semi-modular,127.8,https://cdna.pcpartpicker.com/static/forever/images/product/4437160845ca058ad60803a60d4ed7f1.256p.jpg,Semi,,ATX,Black,ATX 2.x
Enermax REVOLUTION III,650,68.73,80+ Gold,enermax revolution iii,A*,"Internal shots are promising, but further testing is needed before tiering.",129.6,https://m.media-amazon.com/images/I/31DCRekNQfL.jpg,Full,,ATX,Black / Gold,ATX 3.x
MSI MAG A750BN PCIE5,750,68.9,80+ Bronze,msi mag a bn pcie5,C,"A-BN with 300W 12VHPWR connection. Claims sleeve bearing, unknown quality fan. Does not claim ATX 3.0 compliance.",108.37368421052632,https://cdna.pcpartpicker.com/static/forever/images/product/0e6a8954c4ddd51ffeaac409a3b2f9f7.256p.jpg,No,,ATX,Black,ATX 2.x
Silverstone ATTIS 650R,650,69.0,80+ Bronze,silverstone attis bronze,F,Does not claim OCP. Need a review/teardown before tiering.,116.37948717948719,https://cdna.pcpartpicker.com/static/forever/images/product/b762d08de0eba1a712301fe2254de011.256p.jpg,No,,ATX,Black,ATX 3.x
LC-Power LC V2.31,550,69.0,80+ Platinum,No Match,N/A,No Match Info,0,https://m.media-amazon.com/images/I/414TJRdDJNL.jpg,Full,,ATX,Black,N/A
Enermax MarbleBron,750,69.0,80+ Bronze,enermax marblebron ii,C*,Not tiered until third-party internal shots are available. Most likely a semi-modular CyberBron III.,129.55,https://cdna.pcpartpicker.com/static/forever/images/product/f7b5ea2028f7ad8e9d71d888bcd9bf96.256p.jpg,Semi,,ATX,Black,ATX 3.x
Cooler Master Elite NEX White W600 Black Mesh 230V,600,69.27,80+,cooler master elite nex 230v,E,,128.65,https://m.media-amazon.com/images/I/51pT3Drq0UL.jpg,No,,ATX,Black,ATX 2.x
Asus TUF Gaming 650B,650,69.3,80+ Bronze,asus tuf bronze,B,Mediocre transient response and low quality caps.,97.31521739130434,https://cdna.pcpartpicker.com/static/forever/images/product/c45515b02278f53f5cd95192d5c57444.256p.jpg,No,,ATX,Black,ATX 2.x
Inter-Tech Argus RGB CM II,750,69.35,80+ Gold,No Match,N/A,No Match Info,0,https://cdna.pcpartpicker.com/static/forever/images/product/f42511ab13957f90e939d7284e326d48.256p.jpg,Semi,,ATX,Black,N/A
be quiet! SFX Power 3 450,450,69.45,80+ Bronze,be quiet sfx power 3,C*,No information.,117.5,https://cdna.pcpartpicker.com/static/forever/images/product/6f22b32ac4c2844cc76bbee6ef798d01.256p.jpg,No,,SFX,Black,ATX 2.x
Thermaltake Toughpower GX3,850,69.9,80+ Gold,thermaltake toughpower gx3,C,Poor thermal management; fan has to work very hard to prevent OTP from kicking in. Can get as loud as ~60dbA (!) under high operating temps.,129.3,https://cdna.pcpartpicker.com/static/forever/images/product/03cee934ee7fb2e5a45fe58adb3772f3.256p.jpg,No,,ATX,Black,ATX 3.x
be quiet! System Power 9,400,69.9,80+ Bronze,be quiet system power 9,C-,,116.15,https://cdna.pcpartpicker.com/static/forever/images/product/c55ce37a8e56f3fa8edb0fb71bed9bfa.256p.jpg,No,,ATX,Black,ATX 2.x
